AirLine_Name,Rating - 10,Title,Name,Date,Review,Recommend
SpiceJet,1,"""don’t travel with SpiceJet""",Mahamudul Haque,16th January 2020,"✅ Trip Verified |  Mumbai to Dhaka, arrived nearly 6 hours late. Rubbish service. False commitment and not value for money. Please don’t travel with SpiceJet, get any other airline. They don’t follow the time.",no
SpiceJet,2,"""No First Aid box available""",Jayanta Basu,16th January 2020,"✅ Trip Verified | 
SG517 from Bangalore to Kolkata on 11th Jan 2020 - No First Aid box available. The space being very low between seats, when I got the tea in a large cup and tried to place it beside the tray, it spilt and the boiling water went through the magazine rack onto my sports shoes and caused a large blister on my big toe. I could not get any first aid (cotton, bandage or tape) and the air hostesses informed that nothing was available. I finally got tissue and a band-aid to cover the blister and prevent the skin from tearing as I wore my socks and shoes before disembarking from the plane.",no
SpiceJet,1,"""Very stressful check-in""",Jaijit Bhattacharya,16th January 2020,"✅ Trip Verified | Vishakapatnam to Delhi. Very stressful check-in. Was not allowed to carry a single cabin bag and was forced to check-in despite having very fragile things. The duty manager was most unhelpful and made false promises that airline will be responsible for any breakage and then promptly made me sign a document saying the airline is not responsible for anything fragile. All reasoning fell on deaf ears. Most horrible experience as I am sure my things will break and the airline will shrug off their responsibility. Also, I have the right to carry cabin baggage within the weight limits. Surely this is much last flight on a Spicejet",no
SpiceJet,2,"""Never trust SpiceJet for crucial trips""",Raghu Prasad Gopal,16th January 2020,"✅ Trip Verified |  Shirdi to Bangalore. Morning Flight from Bangalore to Pune: Have completed the long security check queue and reached the GATE 40 min before flight take off since we were three people travelling to Pune and we had further journey to made. In my case it was all three of us travelling on single PNR and they are just yards away from gate attendant told only i can get into flight and travel where the others request not obliged. When i asked she closed the GATE took us to security as we told no check-in bags signed and asked us to go and she left. If the people are late i agree and they were only yards short it was 3 ticket loss and entire plan for that day.  Flight from Pune to Bangalore Vice versa and Bangalore to Mumbai and Vice versa on Most of the time delayed and they dont even respond.  Flight from Shirdi to Bangalore on 5th Jan 2020 scheduled at 4 40 pm (16:40). The family trip to shirdi where my team booked Twenty four tickets including three infants. They only reason booked with SpiceJet was because of their Departure time was 4:40 PM which was suiting our plan of Aarti in Shirdi Sai Mandir and lunch. We recieved message and call on that day morning 10:30 as the Flight has cancelled and book for alternative. The team showered regrets for inconvenience and suggested to Travel via Chennai or Hyderabad the same day for few and other next day. There were lot of request made by us because we had infants and aged people agreed for next day travel. But when they started confirming they said only few can get direct Bangalore flight next day and others has to travel via other cities. With no other option left with us since we had our schedules were messed up we did not want to take any risk. Next day the Via city travel flight got delayed and all of us travelled to airport and for our surprise the scheduled one was also delayed and we have told only after 4:40 PM. We checked for Direct flight for others and surprise to see there were lot of seats vacant and they were not willing to confirm other day. Since, we had aged and infant people in group we requested them to allow in direct as there were lot of empty seats.  When we entered aircraft and took off saw there were still many empty rows I was like why the team did not allocate my other team for Direct flight earlier and pushed them with hands up for all our request earlier to confirm. Never trust SpiceJet for crucial trips.",no
SpiceJet,8,"""Fantastic experience""",Angshuman Chatterjee,16th January 2020,"Not Verified |  Kolkata to Dhaka. Fantastic experience, great hot food, excellent staff under Piyali and Felicita who mainly served me, but the priority luggage handling at the arrival airport left much to be desired.",yes
SpiceJet,8,"""Check in was great""",P Gahal,16th January 2020,"✅ Trip Verified |  Delhi to Guwahati. Check in was great, cleanliness of aircraft, good Staff. Very helpful crew. Announcements were  Clear in both the languages.",yes
SpiceJet,10,"""deeply grateful to SpiceJet""",V Lewis,16th January 2020,"✅ Trip Verified | On traveling from Jaipur to Udaipur my bag was flagged for screening at airport check in and in the process of inspection, my case containing some sentimental and personal jewelry was accidentally left behind. Not only Spicejet located it from the Lost & Found Office at Jaipur but flew it to Udaipur within twenty-four hours and had it carefully wrapped, handed back after checking my passport details and boarding pass. The process of retrieval was outstanding and I am deeply grateful to SpiceJet for their efficiency and professionalism.",yes
SpiceJet,1,"""Very disappointed""",Zainab Karim,16th January 2020,✅ Trip Verified |  Hyderabad to Jaipur. The cabin crew was not at all helpful. This experience has made us realise not to choose Spicejet again for our trips. Very disappointed.,no
SpiceJet,1,"""my last flight with SpiceJet""",Biswanath Pal,1st January 2020,"✅ Trip Verified |  Delhi to Kolkata. This is probably going to be my last flight at Spice Jet, SG-272 had my worst experience ever, now the flight has been delayed but i have been on delayed flights before this but this takes it to new heights because my flight was to depart at 9:25 but I received notification that it was going to depart at 1:45 pm at 11:15 am which was already 2 hours after the original departure time. All other flights namely indigo were departing at their times normally only spice jet planes somehow didn't take off, thats just so problematic. Then again I received a message on my phone at 1 pm that it was going to take off at 2:30 then finally it took off at 3pm. When we landed the crew were least bothered to know the belt number the luggage is going to be available at, they said it was going to be at belt-8 but it was available at 9 which i found out on enquiring separately, after waiting almost 15-20 minutes at Belt-8 which stopped. It was a horrible spice jet experience, and thats why its probably going to be my last flight with SpiceJet.",no
SpiceJet,1,"""Cancelled the trip""",Chetan Sadhu,1st January 2020,Not Verified |  Delhi to Shirdi. Worst airline. Cancelled the trip from Delhi to Shirdi few minutes before the boarding. No heads up and advanced notice. Spent 1000 Rs on uber not to mention the early morning inconvenience with my family. There is zero accountability and 100% incompetence top to bottom.,no
SpiceJet,9,"""Spicemax was worth it""",Daniel Boyd,1st January 2020,"✅ Trip Verified |  Bangkok to Delhi. Added Spicemax to our ticket and it was worth it. Had a complimentary Glenfiddich with my free meal. Food was good, if a bit bland. Leg room was good in seat 7E. Staff were pleasant and on the ball. Tiniest toilet I've ever been in, but we don't spend much time there! Highly recommended.",yes
SpiceJet,1,"""Unprofessional""",Dilip Kumar,1st January 2020,"✅ Trip Verified |  Unprofessional, every two weeks once I travel to Tirupati from Hyderabad. My tickets were prebooked by company and seat allocated. Once we come to that desk they will change seat and will give their preference seat. Actually mine is 2B, have given 3D ,if we question it’s not confirmed they will say. Its not first time, always.",no
SpiceJet,6,"""precise, respectful and behaved professionally""",Ajoy Chandnani,1st January 2020,"✅ Trip Verified | Hyderabad to Kishangarh with SpiceJet. Flight was comfortable. Toilet cleanliness and hygiene is thing to worry about. Inflight attendants were precise, respectful and behaved professionally. SpiceJet primarily struggles with timelines.",yes
SpiceJet,2,"""Delayed by 8 hours""",P Shasawath,1st January 2020,✅ Trip Verified |  Delhi to Bengaluru. Flight Delayed by 8 hours and we were not even provided food or lounge access. First they told that our flight is delayed by an hour and at check in they informed that inter connecting flight will be hard to catch due to delay so we suggest you to take another flight after 8 hours! Despite having a senior citizen as a customer they did not provide lounge and food for the 8 hours delay.,no
SpiceJet,1,"""unprofessional and unethical""",S Hadanty,1st January 2020,"✅ Trip Verified |  We are a family of 4 traveling to Shirdi and at the gate, we were told the flight on 19 December has been cancelled due to inclement weather at Shirdi. I checked with the local guys and the weather was fine with 30 C high and clear sky. There were other flights which landed at Shirdi today. Clearly, Spicejet was hiding the real reasons. My travel plan was disrupted completely, and also my hotel and other bookings were lost as well. Very unprofessional and unethical.",no
SpiceJet,1,"""charged due to overweight bag""",S Markul,1st January 2020,✅ Trip Verified |  Delhi to Bangalore. At the boarding pass counter. the counter staff charged me due to overweight bag due to snack items which I ate even before boarding. Flight was late for hours and in flight environment was very irritating. It may be a cheap flight but at cost of mental peace. Looks like the staff do not want customers to travel again with them.,no
SpiceJet,9,"""food was very poor""",Kaifee Ahmad,1st January 2020,Not Verified | New Delhi to Aurangabad. Quality of food was very poor. Food was tasteless and not fresh. Though they have kept the food hot using an oven. Please request improve the quality and quantity of food to justify the price tag.,yes
SpiceJet,2,"""12 hours to board the flight""",Amaram Madhuri,1st January 2020,✅ Trip Verified |  Hyderabad to Tirupati. We waited for 12 hours to board the flight which was really annoying. Very disappointed with the service of Spicejet. This happened for continuous 2 days.,no
SpiceJet,1,"""Truly a horrendous experience""",C Garlen,7th December 2019,"✅ Trip Verified |  Mumbai to Kochi. Our problems started at the check-in desk, where the woman checking us in visibly rolled her eyes at us when we approached the counter. When we arrived in Kochi, I was informed that my bag had been kept in Mumbai because of a powerbank (which the check-in lady did not ask us about). Now, I understand why they have this policy, and that's not the problem I had with SpiceJet, as I realize that part is my fault. The problem was how SpiceJet customer service handled it. No information, hanging up on me every time I called to check the status of my bag, needing me to send the appropriate paperwork multiple times before removing the powerbank and sending me my bag (which took over 48 hours). I don't understand why it's so difficult to simply remove the powerbank (which I gave permission to do) and send the bag. Yet for some reason, the people who work for this airline are completely incompetent. Not only that, but I received a message on WhatsApp that my bag was arriving on a certain flight, so I drove 1.5 hours to pick it up. But when I arrived, the bag was not on the flight! Instead, it was on the next flight which landed 3 hours later. Since we were about to leave Kochi and go to Alleppey, I had to wait for it. I spoke with the people working at the SpiceJet counter in Kochi airport, who didn't seem to care at all and kept saying ""well maybe it will come tomorrow"". I made it clear I wasn't leaving without the bag, and told them I'd wait for the next flight. I left to get some food, and when I returned, no one was there -- the counter was closed. Fortunately I was able to get the terminal manager to help me get my bag, but if they weren't going to be there, why the hell didn't they just say so when I told them I'd be returning? Truly a horrendous experience with SpiceJet customer service, both in person and on the phone -- completely unhelpful in every way possible. The second time we flew SpiceJet was no better, as we were charged double the price of our ticket to change our flight by one day (even though online it says you only have to pay the difference of the fares, which is a lie). On top of that, there were over $100 of hidden fees added to the ticket price, which we were not informed about until it was time to pay. We were told we either had to pay it, or we'd lose our current flight AND the new reservation. Nothing about this airline makes sense, worst customer service I've ever experienced.",no
SpiceJet,1,"""arrived 49 mins late""",A Bahjit,7th December 2019,✅ Trip Verified |  Bangalore to Kolkata arrived 49 mins late. They don't care for customer its always late. I had miss my 2 connecting flight while travelling with this airline. Please don't travel with Spicejet If you want to save your time and energy.,no
SpiceJet,1,"""I am very disappointed""",Sachin Benjamin,7th December 2019,"✅ Trip Verified |  Cochin to Chennai, I am very disappointed on your service. We came to know that the flight is cancelled when we arrived at airport only. This was so disrespectful from your side.It was your duty to inform us at-least 3 hour before. T You also changed your flight number on November 21st, we booked ticket for another flight and you changed the flight that is not an issue still, you are not sticking to anything. Customer service is so poor.",no
SpiceJet,7,"""15 kg only is too little""",Hossam Ziada,7th December 2019,"Not Verified |  Kolkata to Mumbai. I have a good experience with cabin service . Other thing bad was the money I have paid for my bag it weighed 22kg, I paid 2800 IR because allowed weight of 15 kg only is too little. It will be better to raise allowed weight to 20 as in Air India, I travelled by Air India during internal flight allowed weight was 2 bags, 20 kg each. So I am so annoyed from this issue.",no
SpiceJet,9,"""Seats are also comfortable""",D Gedeep,7th December 2019,✅ Trip Verified |  Mumbai to Kolkata. Wonderful experience on a budget airline. Found the cabin and washroom clean. Seats are also comfortable. The only thing is that they should explore many more routes.,yes
SpiceJet,1,"""Worst flying experience""",Samina Khan,7th December 2019,"✅ Trip Verified | Goa to Mumbai. Worst flying experience ever. The flight was delayed by 2 hours, due to some operational problems. The staff was extremely unprofessional and rude. I paid for the meal beforehand but the flight host was not ready to give me my meal for no reason. Finally, he gave me a tasteless sandwich after asking multiple times. Even on my Mumbai to Goa flight, the staff was super rude. Either they are not trained at all or they are being underpaid, and hence they take out all the frustration on their passengers. Never flying again on Spicejet for sure.",no
SpiceJet,1,"""Avoid this airline at all costs""",C Murton,7th December 2019,✅ Trip Verified |  Mumbai to Varanasi. I tried to buy baggage online leading up to the flight but it would not let me. I then told them at the airport along with screenshots showing my request on Twitter. She was not bothered at all. Charged me full price. Avoid this airline at all costs. There is a reason they're ratings are so low.,no
SpiceJet,10,"""was a lovely flight""",Ravindra Taparia,7th December 2019,"Not Verified | Kolkata to Delhi. It was a lovely flight, the cabin crew was wonderful and the hospitality was awesome. The food was lovely too. One of the cabin crew was not well but the other members of the crew took over her job and it was great teamwork. Hats off to these lovely staff.",yes
SpiceJet,1,"""I am highly disappointed""",C Rakoorna,7th December 2019,✅ Trip Verified |  Bangalore to Hyderabad. It is just so sad that I had to pay extra for discomfort. My flight kept delaying. Technical issue or not will the company take any responsibility for safety at night. Is it even ethical to keep delaying. Issues keep coming but how can you ignore the discomfort it has caused people due to it. Sorry will not help. Do your job the right way. I am highly disappointed.,no
SpiceJet,2,"""charging for hand luggage""",Mary Halder,7th December 2019,"Not Verified |  Dharamshala to Delhi. Spicejet's staff in Dharamshala airport is trying to make some extra money here, charging for hand luggage, when I have brought the same hand luggage on my way from Kolkata via Delhi to Dharamshala without any extra fee.",no
SpiceJet,1,"""it was my worst journey ever""",Tauqeer Alam,21st November 2019,"Not Verified |  Mumbai to Kanpur. I must say it was my worst journey ever. When I booked my flight the time was 10.45 am and after a week they messages saying that it will be taking off at 1.45 pm. The flight took off after 2.30pm, I dont understand why they don't value time. I must suggest please don't book with SpiceJet. Also for luggage, at the time of booking they dont indicate that you can't take cabin luggage and the day before the flight they circulated a message that no cabin luggage was allowable. If there was an option to give a minus star I would.",no
SpiceJet,9,"""cannot expect any better""",J Harese,21st November 2019,"✅ Trip Verified |  Kolkata to Kochi via Chennai. From ticketing to delivery of Luggage including transfer and  very tasty food provided with excellent cabin crew service was excellent. Only issue being maintainability of strict timing which will help if passengers are on a schedule or transfer time to connecting flight is less/short. Rest is top-notch, cannot expect any better.",yes
SpiceJet,9,"""courteous crew cabin""",Manish Agrawal,21st November 2019,"✅ Trip Verified |  Delhi to Mumbai. Perfect service, courteous crew cabin as well as ground. There was a 15 mins delay in flight which was very well informed to the passengers with a message of sorry. The Captain again apologized for the delay. The cabin crew is perfect behaved respects all passengers.",yes
SpiceJet,3,"""the airline staff mislead""",N Maya,21st November 2019,"Not Verified | Delhi to Chennai. Had paid for an exit seat at the time of purchase of the flight. However, at the check-in counter I was made to believe that the seat selected was not an exit but a regular middle seat. The employee at the counter very generously agreed to change it and assign me an aisle seat. Well, it was a rude shock upon boarding to see that my original seat was indeed an exit seat. Why would the airline staff mislead a fare-paying passenger? More surprises. After a 2 hour delay, the flight crew was busy providing sample drinks and indulging in small talk with a group of passengers without any consideration that the rest of the passengers were trying to get some sleep. After all, it was past midnight. I don't think it was too much to ask of the flight crew to service the needy passengers without boring or bothering the rest about their drink choices.",no
SpiceJet,1,"""denied the entitled meals""",R Hajira,21st November 2019,"✅ Trip Verified |  Patna to Chennai. I had upgraded to Spicemax considering facility of extra leg space and on-board meals. But to my surprise, so call leg-space is a big disappointment as the space is very little and uncomfortable. I was very rudely denied the entitled meals onboard by cabin crew member. His behaviour made us feel humiliated onboard. Raised a complaint to the customer relations, but it is useless as they have not yet investigated the issue.",no
SpiceJet,1,"""faced a lot of inconvenience""",Sadaf Khan,21st November 2019,"✅ Trip Verified |  On my recent journey from Hyderabad to Surat we I had an excess baggage of 5kg (check-in) luggage for which I was requested to pay, and I agreed to instantly. While the process was being done peacefully, on duty manager argued that my hand bag should also be weighed along with my cabin bag and the total weight should be 7kgs only. The airline policy clearly states that each passenger is allowed cabin bag of maximum 7kgs and hand bag free of cost. We were a group of 13 people, and accordingly every passenger is allowed a cabin bag and a hand bag free of cost, but staff was hell bent on making us pay extra for the hand bag (which is essentially my purse). He was rude, and has no idea what he was talking. We have been frequent flyers with Spicejet and usually the staff is very polite and considerate. We choose Spicejet for their hospitality and are loyal customers since years.  We wasted our time and energy and faced a lot of inconvenience. This behavior is unaccepted and intolerable.",no
SpiceJet,1,"""Flight condition is also awful""",Sunil Kumar Rajanna,21st November 2019,"✅ Trip Verified |  Bengaluru to Shirdi. Got message of early flight, after reaching airport flight was delayed by 30min. I had previous 4 hrs delay with Spicejet, due to which I lost my other connecting flight. Worst services no respect for the customer time. Flight condition is also awful.",no
SpiceJet,10,"""efficient and warm onboard service""",Debashis Roy,21st November 2019,"✅ Trip Verified |  New Delhi to Kolkata. Delighted with the prompt, efficient and warm onboard service provided by the crew. Appreciate their efforts towards customer centricity.",yes
SpiceJet,1,"""worst experience ever""",L Nawin,21st November 2019,"✅ Trip Verified |  Bangalore to Delhi. The worst experience I had, flight landed at 1AM, waited till 3.30AM to collect my bag but not received. I visited airport on next day at 8 PM, it’s already 11.05 PM till now not received my bag and simply asking me to wait for 10mins from long time. Worst experience, even I have seen 4-5 members with same issues. The worst experience ever.",no
SpiceJet,9,"""crew members really good""",Jyoti Kumar Pathak,21st November 2019,"✅ Trip Verified | Delhi to Banglore. The crew members were really very good. It's not the airline, its the members and employees give you a good experience, and in this matter, I can rate Spicejet crew members much better than my previous flying experience with Air India and Indigo.",yes
SpiceJet,1,"""late for more than 4 hrs""",Bhavishya Gupta,4th November 2019,"✅ Trip Verified |  Hyderabad to Delhi. One of the worst flight I have ever travelled on.  On my journey to Hyderabad and back to Delhi, the flight was late for more than 4 hrs. Wasn't the case with other flights going on the same route. Think before You travel through this airline.",no
SpiceJet,1,"""not received any communication""",Prateek Gupta,4th November 2019,"Not Verified |  I flew Spicejet from Bangkok to Delhi on October 23 and booked my return for November 3, 2019. In my first attempt at the transaction, the booking failed but the amount of 9,506 Thai Baht was debited from my account, which is yet to be refunded. I have since written to them on 5 different occasions starting October 10 on the following dates: October 15, 18, 21, 23 and 26. In the last two emails the nodal officer was additionally looped in. I am taking to this platform because I have not received any communication from SpiceJet since October 15 and it's been well over three weeks since the transaction failed. I hope the message is loud and clear and worthy of attention from your end.",no
SpiceJet,1,"""the flight is cancelled""",Anima Dey,4th November 2019,Not Verified |  Goa to Mumbai. The check in counter staff kept on saying that the flight is delayed and at 4.30 hrs she was said that the flight is cancelled and was informed that she can arrange for alternative flights. The spicejet staffs were so unprofessional that they did not even try to accommodate them to any other flight!,no
SpiceJet,1,"""have to pay for extra luggage""",G Shanepi,4th November 2019,"✅ Trip Verified |  Mumbai to Hyderabad. When I reached Bombay luggage need to collect and checkin again. Spicejet guys say 15kg main luggage and 7kg hand luggage, I told this is not my local trip this is my international connecting and I show my international boarding pass. She told me you have to pay for extra luggage if you need to travel. I don't have time I read to pay, I had 25kg luggage she sad you need to pay for 10kg no hand luggage. When I asked she refused to answer my questions. Spicejet roughly behaved and he doesn't know how to handle customer",no
SpiceJet,1,"""no care and service""",Gaurav Gupta,4th November 2019,"✅ Trip Verified |  We lost our checked-in baggage travelling from Delhi to Bangkok. On losing my baggage: 1. I found out that there is no representative from Spicejet on Bangkok Airport to report the issue. 2. On my own after running around, I found out the baggage handling partner. 3. I coordinated on my own with that partner with difficulty, as the employees are not well versed in basic English. 4. I registered complaint with them in writing, after running from pillar to post taking over an hour. 5. In the process I missed my pre-booked transportation to Pattaya (where I was travelling) and had to take a cab on-the-spot. I received my baggage afterwards coordinating with them. Spicejet remained clueless, if I received my bag or not. I was travelling with my wife and 3 yr old kid. The airline refused to compensate me for the baggage loss and the mental trauma. Never travel in this low-cost budget airline, which does not provide any care and service.",no
SpiceJet,4,"""too costly for short trip""",Padmapriya Swaminathan,4th November 2019,"Not Verified |  Madurai to Chennai. My flight was for 50 minutes and cabin crew was not even attentive to give water. All the food available in catalogue was not served. Every time we ask for any choice of the food, crew asked me to show on the menu. Pathetic service and too costly for short trip.",no
SpiceJet,7,"""service standard was adequate""",G Carter,4th November 2019,"✅ Trip Verified |  Dharamsala to Delhi. Airline schedules only 20 minutes from the arrival of the inbound aircraft to the departure. It’s impossible to turn around a Q400 in that time so of course it was late. The captain’s announcement needs work, his ‘holding and bad weather into Delhi’ announcement was too technical for the average passenger.  He also promised an update but never did. Aside from these deficiencies the service standard was adequate.",yes
SpiceJet,2,"""very worst service of Spicejet""",S Vadisha,4th November 2019,"✅ Trip Verified |  Bangalore to Mangalore. Ahmedabad to Bangalore I travelled with IndiGo, they allowed me 2 kg extra luggage. But in Spicejet they didn't allow it, since it was just 2 kg they could have allowed. This is very worst service of Spicejet.",no
SpiceJet,2,"""never faced such rude and insulting behaviour""",Arijit Aditya,4th November 2019,"✅ Trip Verified | On October 11, 2019 I travelled from Silchar to Kolkata by Spicejet. Flight SG 3219. Flight was delayed by 2 hrs 45 min. Your crew started serving food and beverage. I purchased a cup of tea by paying Rs. 100. But I found the tea was cold. I brought it to your crew, a lady. She asked me whether I had sipped the beverage. I answered, of course. But she didn’t believe me. To my utter surprise, she asked another co-passenger, who was also having tea, whether his beverage was hot enough. He responded, might be, 'yes'. She then turned to me and said, he is saying the tea is hot enough. To my utter disbelief, she poured some water from the pot. I didn't say anything but kept the cup full of tea or to be precise some lukewarm water and a piece of biscuit. I could have argued that my co passenger purchased the beverage when she began serving and I purchased while she was coming back from one round. But I didn't say anything. But I wonder how could a lady pour some water, maybe to her belief hot enough, to the cup of tea without even thinking that what would be the taste of the beverage. But one thing I must tell you, you can cheat your passenger but you dont have any right to insult them. I am regular flier on this route but never faced such rude and insulting behaviour from any cabin crew.",no
SpiceJet,8,"""some room for improvement """,Anand Limaye,4th November 2019,"✅ Trip Verified |  Trivendrum to Mumbai. In general good experience. however there is quite some room for improvement in areas such as the selection of food items, training to the cabin crew, cleanliness of the cabin, punctuality in arrival and departure.",yes
SpiceJet,9,"""everything was flawless""",V Reddy,10th October 2019,"✅ Trip Verified | 
SpiceJet flight from Delhi to Bengaluru. This was a very good flight where everything went very smoothly from check in using the kiosk machines to the baggage drop, everything was flawless. The boarding started before the scheduled time which was a plus point and the flight was very full. One slight disadvantage is the need to pre pay the seat while doing online check in. However, if one arrives at the airport early enough one can select their seat preference without needing to pay the additional cost. But then this is a practice most LCCs do. The plane itself was used formerly by Jet Airways, so the seat pitch was on the more generous side which was well appreciated for a trip that was lasting 2 hours and 50 minutes long. We took off before departure time, the crew were proactive and personable enough with the fellow passengers when it came to the food / drinks. The pilots also announced and kept us updated regarding the flight path. Arrival was also well before the scheduled time and collecting the baggage was done quickly without the need to wait for long. Overall I'd say that on flights with longer durations, having a seat pitch which is more on the generous side really helps a lot. Would I consider flying SpiceJet again? If there is a good deal available.",yes
SpiceJet,10,"""I had a good experience""",B Hartosh,10th October 2019,✅ Trip Verified |  Mumbai to Delhi. From departure to arrival I had a good experience. Staff were polite and professional. Clean and very quiet aircraft.,yes
SpiceJet,1,"""an unpleasant and embarrassing experience""",K Mickalova,10th October 2019,"Not Verified |  I was flying from Kabul to Bangkok via Delhi and back, the same route. I paid for the Spicemax (or similar) service - 30kg for 2 pieces checked-in luggage (not just 20kg), extra leg room, a meal and a non-alcoholic drink. SpiceJet manged to be delayed (departure time) on 5 out of 4 planned flights: one flight was so delayed that I would not catch the connecting flight in Delhi - and I was not let on board. Thus I had to stay in Bangkok for one more day (no compensation for the hotel whatsoever). The next day, the plane was overcrowded - forget the extra leg room! Also, staff were always checking x-times if I was entitled for something to drink. It was an unpleasant and embarrassing experience. I will try to avoid SpiceJet at any cost. You do not get what you paid for in many terms. Losing time, energy and money when you cannot fly on the planned day is absolutely not worth it.",no
SpiceJet,2,"""lot of false promises""",Dileep Kumar,10th October 2019,✅ Trip Verified | I recently took flight from Dubai to Pune and I can't believe what great cheats they are. First they are taking undue advantage of your situation and charging heavily for any excess baggage (approx 1400 INR per kg). I paid 15k for my excess baggage and they did that for most passengers and later all of our baggage was left behind as they did not have enough space in the flight and no information was provided to us. They just keep making money by accepting all there is to take. Upon landing in Pune they informed us what they have done and delivered a lot of false promises about refunds and compensation to pacify us. Later when I followed up with their customer care they didn't even bother to reply; cause they know they have already got the money and later when I complained again they bluntly refused to pay any compensation or refunds. They are extremely unprofessional and liars and cheats. Don't fall for their scams like me and from my experience I will tell you better to pay 1000 bucks extra and travel with other airline who don't do all this funny business and have better professionalism.,no
SpiceJet,3,"""the seats were awful""",Shilpa Khurana Shilpa,10th October 2019,"✅ Trip Verified |  
Dubai to Delhi. The main thing, which I didn't like at all is the Air-hostess attitude. Even after pressing the button for calling, nobody turned up. There were 4 girls in the flight, however, they were rude and no smile while asking for anything. Disappointed.  Also, the seats were awful. The seat belt was torn.  Cleanliness zero. Our flight reached at 3:45 and we had to wait till 4:45 to get our luggage.",no
SpiceJet,6,"""pleased with staff on each of the segments""",Mahendra Sagar,10th October 2019,"✅ Trip Verified | I flew three segments on SpiceJet (Dhaka-Kolkata, Kolkata-Chennai, and Chennai-Colombo) and I was pleased with staff on each of the segments. In particular, the staff on Kolkata-Chennai segment was very helpful, courteous, and pleasant. It's the crew that makes the airline, truly. On the other hand, the systems of SpiceJet are broken. Two examples: (1) On this same route, I had a ticket with all three segments under the same Record Locator. However, since a flight was modified by the reservation staff, their internal system showed them under different locators so I had to manually collect baggage and check-in baggage at every point - three check-ins, three baggage collections, and two re-check-ins! This needs to change. Airlines exist for customers, customers don't exist for airlines. (2) On a previous reservation that was cancelled by SpiceJet and refunded in full, the full refund was issued as a new transaction rather than reversal of the previous charge. Due to Exchange rate difference, this resulted in a loss of $7.95 to me, without having received anything other than headaches from SpiceJet.",yes
SpiceJet,2,"""disheartened by the approach""",N Kardy,10th October 2019,"✅ Trip Verified |  Coimbatore to Delhi.  We are travelling abroad the next day from Delhi. We were charged on an excess baggage of 4 kilos and paid 1600. We expected the airline to cooperate, but had got no support. It’s pretty logical that if somebody is travelling abroad on a holida , one is bound to have a little excess baggage. A little bit of help could have changed our perception of the airlines. We were disheartened by the approach. We are not going to travel again in Spicejet for sure.",no
SpiceJet,1,"""pathetic seats and service""",Binod Kumar,10th October 2019,Not Verified | Dubai to Pune. Very bad and pathetic seats and service. Baggage allowances are there to trick customers. Here Duty-free in also included as a part of baggage which is unheard in other places and airports,no
SpiceJet,2,"""Not even a sorry""",Sweta Goel,10th October 2019,"✅ Trip Verified | Kolkata to Delhi. Worst airline ever. Always delayed. Not just one-off case but all flights are delayed. They do not even give prior intimation to passengers for the delay and was informed via message just 15 mins before the scheduled boarding time that flight is delayed by 2 hours. No bad weather or any unusual conditions, rather just a regular casual attitude. The flight will not land in Delhi at 3 am in the morning and it's so unsafe to travel at this time in the city. Only Hassle to passengers without any compensation or facility by them. Not even a sorry.",no
SpiceJet,1,"""flights are always delayed""",A Shetty,10th October 2019,"✅ Trip Verified | Mumbai to Bangalore. Pathetic airline. The flights are always delayed, I have traveled multiple times with SpiceJet and not even a single time did the flight take off on time. They do not respect the customers time. I am not going to travel with SpiceJet ever again.",no
SpiceJet,2,"""nobody knew where was bag scanning""",C Kanasant,18th September 2019,"✅ Trip Verified |  Kolkata to Bangkok. Bag scanning process before check-in was designed to help you exercise! The airline didn't put up any sign, so nobody knew where was the bag scanning station! We had to make 2 trips for checking in and bag scanning, which definitely weren't pleasant.",no
SpiceJet,3,"""unprofessional attitude""",N Karki,18th September 2019,✅ Trip Verified |  Jaipur to Mumbai. The flight was delayed by an hour and the gate was changed mins before boarding without any announcement. Very unprofessional attitude. Clearly the airline doesn't prioritize customer service. Very disappointed,no
SpiceJet,1,"""One of the worst experiences""",Deepali Bhamare,18th September 2019,"Not Verified |  Mumbai to Chennai. One of the worst experiences I’ve ever had with a flight. I was stuck in traffic and I knew I wouldn’t be able to make it before 45 mins, so I called the airline and they said they’d mark my PNR and send their staff to help me with the stuff. On reaching the airport and literally pushing everyone aside turns out there was no spicejet guy there to help us out. Moreover when we reached the check-in counter they refused to accept that we had our PNR nums marked and said that they couldn’t help us at all. Later, the senior executive came and spoke to us. Honestly, she couldn’t help us with the situation at all and later when we told her about the call center person who told us she’d arrange help, the senior executive asked for her name and asked us to call her back and if we couldn’t do that we could book another flight. She had a lot of attitude and just showed that she was least bothered in helping us. They have stupid officials at their call center who just know what to say or what to do. I’d strictly recommend anyone reading this to never use Spicejet as they have horrible services. This is just one of the most disastrous experiences I’ve ever had with any of the airlines. Later on, we had to book another flight to get back so yes we chose indigo which is a way better flight than spicejet. We had to book our tickets at the airport itself and since the ticket counter was very crowded the indigo official took us to book our tickets, took our baggage and made it very hassle free for us.",no
SpiceJet,5,"""ran out of all possible food options""",Mohammed Nishal,18th September 2019,✅ Trip Verified | Kochi to Malé with SpiceJet. It was a mixed experience. They ran out of all possible food options by the 3rd row of the service itself. We got to choose only some nuts and biscuits only. Crew were having either a take it or leave it attitude so didn’t expect much from them either. Nevertheless it was a decent flight with average seating.,yes
